run_id,seed,observation_space,environment,architecture,optimizer,step,probe_loss,initial_probe_loss,plasticity_loss,weight_norm,dead_units
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,0,0.00021536160836959083,0.00021536160836959083,0.0,14.781975952223382,71.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,5000,8.843424287761082e-05,0.00021536160836959083,-0.00012692736549198,44.1566043062196,251.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,10000,4.2216433325847905e-05,0.00021536160836959083,-0.00017314517504374294,61.23156633704447,247.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,15000,0.0001456524218395039,0.00021536160836959083,-6.970918653008694e-05,78.46578132622633,247.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,20000,5.945702055747404e-05,0.00021536160836959083,-0.0001559045878121168,92.68019123651149,249.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,25000,0.00010351780694861645,0.00021536160836959083,-0.00011184380142097438,104.77195963785454,261.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,30000,0.00030080423881599926,0.00021536160836959083,8.544263044640843e-05,114.6222282903174,273.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,35000,7.904988192422024e-05,0.00021536160836959083,-0.0001363117264453706,123.68672305249095,280.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,40000,4.918475358408614e-05,0.00021536160836959083,-0.0001661768547855047,131.92554531833653,290.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,45000,3.5967949997939286e-05,0.00021536160836959083,-0.00017939365837165154,139.79604352122,291.0
mnist_hard_cnn_adam_seed0,0,mnist,hard,cnn,adam,50000,4.122082521007542e-05,0.00021536160836959083,-0.0001741407831595154,147.0351753988345,292.0
