seed,observation_space,environment,architecture,intervention,probe_loss,initial_probe_loss,plasticity_loss,last_training_loss
0,mnist,easy,mlp,neither,0.13207777589559555,0.041737185791134834,0.09034059010446072,0.019465556368231773
