seed,observation_space,environment,architecture,intervention,probe_loss,initial_probe_loss,plasticity_loss,last_training_loss
0,mnist,hard,mlp,neither,0.00012589912386844052,0.000876451741604073,-0.0007505526177356324,0.008430509828031063
0,mnist,hard,mlp,two_hot,0.4235788851976395,0.000393472539690265,0.42318541265794923,0.485160768032074
0,mnist,hard,mlp,reset_last_layer,0.3763691008090973,0.000876451741604073,0.37549264906749324,0.01826358027756214
0,mnist,hard,mlp,weight_decay,0.0006350241856125649,0.000838654997642152,-0.00020363081202958713,0.01571805775165558
0,mnist,hard,mlp,spectral_norm,3.736390136133231e-07,535.3635192871094,-535.3635189134703,0.004742485471069813
0,mnist,hard,mlp,layernorm,4.213086288515919e-06,1.1220280566577666e-12,4.213085166487862e-06,0.0029884809628129005
0,mnist,hard,mlp,shrink_and_perturb,2.9807812609128347e-05,1.2824271053992268e-05,1.698354155513608e-05,0.005524041131138802
0,mnist,hard,mlp,z_loss,3.0002523003002994e-07,0.000876451741604073,-0.0008761517163740429,0.05335026606917381
12,mnist,hard,mlp,neither,3.012374036033621e-05,0.00024946392820560624,-0.00021934018784527004,0.00883837603032589
12,mnist,hard,mlp,two_hot,1.0342096984386444,0.0002993938865074597,1.033910304552137,0.3432013690471649
12,mnist,hard,mlp,reset_last_layer,0.3960038095712662,0.00024946392820560624,0.39575434564306056,0.0755748525261879
12,mnist,hard,mlp,weight_decay,0.00033287452679360286,0.0013383064419031144,-0.0010054319151095116,0.014562433585524559
12,mnist,hard,mlp,spectral_norm,1.3618862801942702e-08,0.9015108287334442,-0.9015108151145814,0.003369135782122612
12,mnist,hard,mlp,layernorm,9.002094220634583e-07,6.273135861676353e-10,8.995821084772906e-07,0.008677829056978226
12,mnist,hard,mlp,shrink_and_perturb,0.00043209963170909305,0.0007234057369115389,-0.0002913061052024459,0.004859670996665955
12,mnist,hard,mlp,z_loss,0.001364632518370512,0.00024946392820560624,0.0011151685901649058,0.06880883872509003
20,mnist,hard,mlp,neither,5.397696433619842e-08,3.8346811724149826e-05,-3.8292834759813626e-05,0.007939673960208893
20,mnist,hard,mlp,two_hot,0.4249995619058609,0.00044817039743065833,0.42455139150843024,0.35084298253059387
20,mnist,hard,mlp,reset_last_layer,0.41348737478256226,3.8346811724149826e-05,0.4134490279708381,0.03433378040790558
20,mnist,hard,mlp,weight_decay,0.0004494007087487262,0.0009790796731977025,-0.0005296789644489764,0.008033258840441704
20,mnist,hard,mlp,spectral_norm,1.101635433542849e-08,49.133534622192386,-49.13353461117603,0.002602066844701767
20,mnist,hard,mlp,layernorm,1.0974500138878412e-07,6.835574434363749e-15,1.0974499455320968e-07,0.0017673695692792535
20,mnist,hard,mlp,shrink_and_perturb,7.929971537663505e-05,0.00023905258306061022,-0.00015975286768397516,0.0022863545455038548
20,mnist,hard,mlp,z_loss,1.3678050384165198e-09,3.8346811724149826e-05,-3.834544391911141e-05,0.05138671398162842
42,mnist,hard,mlp,neither,1.4776494815880299e-05,0.00019042739211843108,-0.00017565089730255077,0.006233127787709236
42,mnist,hard,mlp,two_hot,0.35923410654067994,0.0006912526419910137,0.35854285389868895,0.3528858721256256
42,mnist,hard,mlp,reset_last_layer,0.3872980117797852,0.00019042739211843108,0.38710758438766674,0.04562736302614212
42,mnist,hard,mlp,weight_decay,0.0006316564253211254,0.0012247146594745572,-0.0005930582341534318,0.015165258198976517
42,mnist,hard,mlp,spectral_norm,0.011792328209008255,3.3413668870925903,-3.329574558883582,0.003059948328882456
42,mnist,hard,mlp,layernorm,2.8636652439928543e-06,1.1703817258254522e-06,1.6932835181674022e-06,0.002355649136006832
42,mnist,hard,mlp,shrink_and_perturb,2.2467771137257843e-05,1.1942042454984207e-05,1.0525728682273636e-05,0.009247731417417526
42,mnist,hard,mlp,z_loss,4.054822149491579e-08,0.00019042739211843108,-0.00019038684389693615,0.0451270155608654
