run_id,seed,observation_space,environment,architecture,optimizer,step,probe_loss,initial_probe_loss,plasticity_loss,weight_norm,dead_units
mnist_easy_mlp_adam_seed0,0,mnist,easy,mlp,adam,0,0.23638873547315598,0.23638873547315598,0.0,9.452215788402558,9.0
mnist_easy_mlp_adam_seed0,0,mnist,easy,mlp,adam,500,0.28210367262363434,0.23638873547315598,0.04571493715047836,13.348791257266912,33.0
mnist_easy_mlp_adam_seed0,0,mnist,easy,mlp,adam,1000,0.28388695418834686,0.23638873547315598,0.04749821871519089,16.5396099675692,34.0
mnist_hard_mlp_adam_seed1,1,mnist,hard,mlp,adam,0,0.23166413605213165,0.23166413605213165,0.0,9.449521761061469,6.0
mnist_hard_mlp_adam_seed1,1,mnist,hard,mlp,adam,500,0.2830711156129837,0.23166413605213165,0.05140697956085205,13.521035283091713,37.0
mnist_hard_mlp_adam_seed1,1,mnist,hard,mlp,adam,1000,0.2532452940940857,0.23166413605213165,0.02158115804195404,16.19139639183453,42.0
mnist_sparse_mlp_adam_seed2,2,mnist,sparse,mlp,adam,0,0.22270382940769196,0.22270382940769196,0.0,9.397130998648556,11.0
mnist_sparse_mlp_adam_seed2,2,mnist,sparse,mlp,adam,500,0.337628036737442,0.22270382940769196,0.11492420732975006,12.708597502412111,51.0
mnist_sparse_mlp_adam_seed2,2,mnist,sparse,mlp,adam,1000,0.3224378824234009,0.22270382940769196,0.09973405301570892,15.203502460441792,59.0
mnist_easy_cnn_adam_seed3,3,mnist,easy,cnn,adam,0,0.07993936538696289,0.07993936538696289,0.0,14.77918552046948,92.0
mnist_easy_cnn_adam_seed3,3,mnist,easy,cnn,adam,500,0.11276663839817047,0.07993936538696289,0.03282727301120758,31.703344339222532,283.0
mnist_easy_cnn_adam_seed3,3,mnist,easy,cnn,adam,1000,0.232918418943882,0.07993936538696289,0.1529790535569191,44.914835590907494,319.0
