run_id,seed,observation_space,environment,architecture,optimizer,step,probe_loss,initial_probe_loss,plasticity_loss,weight_norm,dead_units
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,0,4.1470761029138715e-05,4.1470761029138715e-05,0.0,14.771919460621369,81.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,5000,1.8242254321954032e-05,4.1470761029138715e-05,-2.3228506707184683e-05,79.86108902067879,335.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,10000,0.0021998527512819164,4.1470761029138715e-05,0.002158381990252778,103.95651850851472,357.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,15000,0.00145799526720225,4.1470761029138715e-05,0.0014165245061731114,127.50843189164556,368.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,20000,0.00012913764431914386,4.1470761029138715e-05,8.766688329000515e-05,148.4818948068225,378.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,25000,0.0017331098231807118,4.1470761029138715e-05,0.0016916390621515732,167.23056565349395,390.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,30000,0.005008284626819659,4.1470761029138715e-05,0.00496681386579052,183.44158113141927,395.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,35000,0.0009906428982503711,4.1470761029138715e-05,0.0009491721372212324,198.94904352918041,401.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,40000,0.021453870204277338,4.1470761029138715e-05,0.0214123994432482,213.2710985563198,405.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,45000,0.010722049954347312,4.1470761029138715e-05,0.010680579193318173,226.99522425547434,413.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,50000,0.009528027381747961,4.1470761029138715e-05,0.009486556620718822,239.57426303776597,415.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,55000,0.01496671219356358,4.1470761029138715e-05,0.014925241432534441,251.58641262363176,421.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,60000,0.019865182228386402,4.1470761029138715e-05,0.019823711467357265,262.2628969577316,423.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,65000,0.02114896858111024,4.1470761029138715e-05,0.021107497820081103,272.58809167194914,423.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,70000,0.035750722698867324,4.1470761029138715e-05,0.035709251937838186,282.4315735232523,424.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,75000,0.052858629077672956,4.1470761029138715e-05,0.05281715831664382,292.2296756734592,427.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,80000,0.04507884737104177,4.1470761029138715e-05,0.045037376610012635,301.42663464608,428.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,85000,0.05447918362915516,4.1470761029138715e-05,0.05443771286812602,309.9288781627094,435.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,90000,0.03963917288929224,4.1470761029138715e-05,0.0395977021282631,318.21913296832787,437.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,95000,0.06896009333431721,4.1470761029138715e-05,0.06891862257328807,326.30649274214846,437.0
mnist_easy_cnn_adam_seed20,20,mnist,easy,cnn,adam,100000,0.05493165403604507,4.1470761029138715e-05,0.054890183275015936,334.13978852365113,440.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,0,0.0005165119179331157,0.0005165119179331157,0.0,14.744145731511978,78.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,5000,6.797476712954165e-05,0.0005165119179331157,-0.00044853715080357405,73.54778321960353,320.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,10000,4.973865298723013e-05,0.0005165119179331157,-0.00046677326494588557,91.63378434215096,323.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,15000,0.0012163839455752168,0.0005165119179331157,0.0006998720276421011,110.048236092378,327.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,20000,0.0007884152302722214,0.0005165119179331157,0.00027190331233910574,127.09446480174608,334.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,25000,0.007448486622888595,0.0005165119179331157,0.006931974704955479,142.99184268579913,336.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,30000,0.017972977180033923,0.0005165119179331157,0.017456465262100807,156.32130052596597,344.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,35000,0.03115521352738142,0.0005165119179331157,0.030638701609448305,168.7182259449925,353.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,40000,0.043576924875378606,0.0005165119179331157,0.04306041295744549,179.0907784232339,359.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,45000,0.05258189588785171,0.0005165119179331157,0.0520653839699186,188.82539330571353,368.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,50000,0.07439275160431862,0.0005165119179331157,0.0738762396863855,197.24417892570665,377.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,55000,0.08531227484345436,0.0005165119179331157,0.08479576292552124,205.5469378440468,382.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,60000,0.08032698631286621,0.0005165119179331157,0.07981047439493309,213.07216956145092,390.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,65000,0.15065615847706795,0.0005165119179331157,0.15013964655913484,220.34988723690162,392.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,70000,0.11841197833418846,0.0005165119179331157,0.11789546641625534,227.21558387600783,396.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,75000,0.21314357072114945,0.0005165119179331157,0.21262705880321633,234.62901055960756,397.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,80000,0.15954441875219344,0.0005165119179331157,0.15902790683426032,241.37144096585243,399.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,85000,0.2240551769733429,0.0005165119179331157,0.22353866505540979,247.79041853847977,400.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,90000,0.2367988184094429,0.0005165119179331157,0.23628230649150977,253.71202336097323,402.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,95000,0.2300657331943512,0.0005165119179331157,0.22954922127641808,259.09277937236493,406.0
mnist_easy_cnn_adam_seed42,42,mnist,easy,cnn,adam,100000,0.24418360739946365,0.0005165119179331157,0.24366709548153054,263.98192100293085,410.0
