seed,observation_space,environment,architecture,width,hidden_dim,cnn_channels,cnn_fc_dim,probe_loss,initial_probe_loss,plasticity_loss
0,mnist,easy,mlp,16,16,64,256,0.2283985882997513,0.0358486108481884,0.19254997745156288
0,mnist,easy,mlp,32,32,64,256,0.08828349485993385,0.0007443906972184778,0.08753910416271538
0,mnist,easy,mlp,64,64,64,256,0.03502754718065262,0.0003373132858541794,0.03469023389479844
0,mnist,easy,mlp,128,128,64,256,0.0008384408443816938,0.00018608286789003614,0.0006523579764916576
0,mnist,easy,mlp,192,192,64,256,0.0014895933518247694,0.0004929470080924147,0.0009966463437323545
0,mnist,easy,mlp,256,256,64,256,8.807907892621758e-10,0.00013058248334800736,-0.0001305816025572181
