run_id,seed,observation_space,environment,architecture,optimizer,step,probe_loss,initial_probe_loss,plasticity_loss,weight_norm,weight_rank,dead_units,feature_rank
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,5000,6.315440410631774e-09,0.0004773880423807997,-0.00047738172694038904,46.28427680953414,344.6666666666667,354.0,334
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,10000,3.796222628376159e-08,0.0004773880423807997,-0.0004773500801545159,62.4711634564252,344.6666666666667,372.0,346
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,15000,2.312994237872561e-13,0.0004773880423807997,-0.0004773880421495003,74.59037179972246,344.6666666666667,370.0,349
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,20000,4.749267683767586e-13,0.0004773880423807997,-0.0004773880419058729,85.19055976046573,344.6666666666667,369.0,349
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,25000,6.788525416714236e-13,0.0004773880423807997,-0.00047738804170194716,94.19032541048105,344.6666666666667,366.0,350
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,30000,1.3276491234517907e-12,0.0004773880423807997,-0.00047738804105315055,102.06216109173413,344.6666666666667,365.0,352
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,35000,1.6588330969263821e-12,0.0004773880423807997,-0.0004773880407219666,109.0824305404964,344.6666666666667,365.0,352
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,40000,1.194192850509368e-10,0.0004773880423807997,-0.00047738792296151463,115.27665026643153,344.6666666666667,362.0,353
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,45000,3.6008814443774273e-09,0.0004773880423807997,-0.0004773844414993553,121.12551259738414,344.6666666666667,359.0,355
mnist_easy_mlp_adam_seed8137,8137,mnist,easy,mlp,adam,50000,4.514987723969188e-11,0.0004773880423807997,-0.0004773879972309225,126.11186430006438,344.6666666666667,359.0,356
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,0,0.000130307089844095,0.000130307089844095,0.0,18.57116111302434,344.6666666666667,5.0,419
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,5000,4.873360013884609e-05,0.000130307089844095,-8.157348970524891e-05,47.611976016962785,344.6666666666667,344.0,331
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,10000,3.0426649825364317e-09,0.000130307089844095,-0.00013030404717911246,63.46319703979172,344.6666666666667,363.0,335
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,15000,1.8646506500613625e-06,0.000130307089844095,-0.00012844243919403364,75.98132254862288,344.6666666666667,366.0,343
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,20000,3.130296071180219e-13,0.000130307089844095,-0.0001303070895310654,86.31946171784853,344.6666666666667,360.0,343
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,25000,8.466116859211919e-13,0.000130307089844095,-0.00013030708899748332,95.1313215002467,344.6666666666667,361.0,343
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,30000,4.0756732082140864e-12,0.000130307089844095,-0.0001303070857684218,103.067160006556,344.6666666666667,363.0,342
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,35000,1.2961010520048943e-12,0.000130307089844095,-0.00013030708854799394,109.8212041884466,344.6666666666667,363.0,344
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,40000,5.2591888851684365e-11,0.000130307089844095,-0.00013030703725220615,116.12010937710222,344.6666666666667,357.0,345
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,45000,1.1471996996022943e-11,0.000130307089844095,-0.000130307078372098,121.53192597149977,344.6666666666667,358.0,347
mnist_easy_mlp_adam_seed9083,9083,mnist,easy,mlp,adam,50000,1.197003593536583e-08,0.000130307089844095,-0.00013029511980815962,126.63711178123002,344.6666666666667,358.0,350
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,0,0.0010567999633774416,0.0010567999633774416,0.0,18.581092139904687,344.6666666666667,6.0,421
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,5000,0.006586411529915741,0.0010567999633774416,0.005529611566538299,46.044644842679716,344.6666666666667,341.0,356
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,10000,0.1036043348930831,0.0010567999633774416,0.10254753492970566,61.675250520379066,344.6666666666667,362.0,365
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,15000,1.041969351711671e-07,0.0010567999633774416,-0.0010566957664422704,73.6467764389823,344.6666666666667,364.0,368
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,20000,1.8653584046287664e-07,0.0010567999633774416,-0.0010566134275369788,83.34383221333657,344.6666666666667,361.0,371
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,25000,4.404476783835022e-11,0.0010567999633774416,-0.0010567999193326738,91.77679271090138,344.6666666666667,360.0,371
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,30000,9.887912916835966e-13,0.0010567999633774416,-0.0010567999623886503,99.10388184007238,344.6666666666667,359.0,374
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,35000,1.0474110619627941e-12,0.0010567999633774416,-0.0010567999623300305,105.1743955830117,344.6666666666667,359.0,373
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,40000,1.2352785678029777e-12,0.0010567999633774416,-0.001056799962142163,110.66523947906194,344.6666666666667,356.0,375
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,45000,1.478923678400329e-12,0.0010567999633774416,-0.0010567999618985178,115.47514066858967,344.6666666666667,351.0,378
mnist_easy_mlp_adam_seed1747,1747,mnist,easy,mlp,adam,50000,4.571027548252013e-05,0.0010567999633774416,-0.0010110896878949215,119.97953061124079,344.6666666666667,348.0,378
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,0,0.0001313722413886609,0.0001313722413886609,0.0,18.573759530020965,344.6666666666667,8.0,419
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,5000,0.00021785737938388337,0.0001313722413886609,8.648513799522248e-05,46.083839353546225,344.6666666666667,353.0,359
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,10000,2.0005833731852838e-08,0.0001313722413886609,-0.00013135223555492905,61.38096534112215,344.6666666666667,364.0,367
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,15000,2.685673962409853e-13,0.0001313722413886609,-0.0001313722411200935,73.15909584731595,344.6666666666667,368.0,369
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,20000,3.843303950646347e-09,0.0001313722413886609,-0.00013136839808471025,82.66801163293262,344.6666666666667,361.0,373
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,25000,9.038103707288691e-13,0.0001313722413886609,-0.00013137224048485053,90.55264555717315,344.6666666666667,360.0,373
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,30000,0.06866146922198488,0.0001313722413886609,0.06853009698059621,97.5357592504976,344.6666666666667,356.0,377
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,35000,1.9220379512139076e-10,0.0001313722413886609,-0.00013137204918486578,103.86384963704612,344.6666666666667,356.0,378
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,40000,1.2179413293872399e-12,0.0001313722413886609,-0.00013137224017071956,109.06765711267803,344.6666666666667,352.0,377
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,45000,1.0543175414743505e-11,0.0001313722413886609,-0.00013137223084548548,113.84035956637602,344.6666666666667,351.0,378
mnist_easy_mlp_adam_seed9315,9315,mnist,easy,mlp,adam,50000,2.588098579195731e-05,0.0001313722413886609,-0.00010549125559670359,118.61935595078184,344.6666666666667,353.0,380
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,0,0.0002751943334251411,0.0002751943334251411,0.0,18.596797062024617,344.6666666666667,6.0,418
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,5000,6.032080387369798e-05,0.0002751943334251411,-0.00021487352955144312,45.529865046156,344.6666666666667,351.0,357
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,10000,3.8242298257685875e-13,0.0002751943334251411,-0.0002751943330427181,60.67286072234088,344.6666666666667,359.0,370
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,15000,0.016292452812421112,0.0002751943334251411,0.01601725847899597,72.04120211417462,344.6666666666667,363.0,374
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,20000,7.817114493495654e-09,0.0002751943334251411,-0.00027518651631064763,81.12316249565022,344.3333333333333,364.0,374
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,25000,0.00010540925642835931,0.0002751943334251411,-0.0001697850769967818,88.64548320828126,344.6666666666667,363.0,375
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,30000,1.6145825969786658e-05,0.0002751943334251411,-0.00025904850745535443,94.97240004910714,344.6666666666667,360.0,376
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,35000,0.0003257132224160131,0.0002751943334251411,5.051888899087201e-05,100.29349727859078,344.6666666666667,353.0,379
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,40000,0.0007742025732798651,0.0002751943334251411,0.000499008239854724,105.2627873162096,344.6666666666667,351.0,379
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,45000,0.0002414712443810885,0.0002751943334251411,-3.372308904405261e-05,109.96558449935308,344.6666666666667,350.0,381
mnist_easy_mlp_adam_seed5443,5443,mnist,easy,mlp,adam,50000,0.014203592531992678,0.0002751943334251411,0.013928398198567537,114.3974506085773,344.6666666666667,352.0,380
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,0,4.818179052237248e-05,4.818179052237248e-05,0.0,18.565781890917833,344.6666666666667,7.0,418
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,5000,7.633973612308777e-07,4.818179052237248e-05,-4.74183931611416e-05,46.63089771800437,344.6666666666667,332.0,340
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,10000,3.9804972207344197e-10,4.818179052237248e-05,-4.8181392472650406e-05,62.41451033115102,344.6666666666667,346.0,353
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,15000,2.38671310091778e-13,4.818179052237248e-05,-4.818179028370117e-05,74.6477933918758,344.6666666666667,345.0,357
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,20000,2.7570359685552156e-09,4.818179052237248e-05,-4.8179033486403924e-05,84.94494246338486,344.6666666666667,345.0,360
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,25000,3.394181089845463e-05,4.818179052237248e-05,-1.423997962391785e-05,93.92979497014211,344.6666666666667,338.0,363
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,30000,1.1034729011615007e-12,4.818179052237248e-05,-4.818178941889958e-05,101.58235495291493,344.6666666666667,336.0,365
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,35000,1.199964596004105e-12,4.818179052237248e-05,-4.818178932240789e-05,108.1939498195243,344.6666666666667,337.0,366
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,40000,2.4638069687742126e-12,4.818179052237248e-05,-4.818178805856551e-05,113.79086550152701,344.6666666666667,336.0,367
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,45000,1.5360513208606542e-12,4.818179052237248e-05,-4.818178898632116e-05,119.00875153136974,344.6666666666667,336.0,368
mnist_easy_mlp_adam_seed4418,4418,mnist,easy,mlp,adam,50000,0.0018864178636155773,4.818179052237248e-05,0.001838236073093205,123.78054963077219,344.6666666666667,331.0,371
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,0,0.00012957100080708274,0.00012957100080708274,0.0,18.595238889834878,344.6666666666667,7.0,417
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,5000,1.3109256509485917e-06,0.00012957100080708274,-0.00012826007515613413,47.659157793416654,344.6666666666667,333.0,338
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,10000,1.2943714289963225e-07,0.00012957100080708274,-0.00012944156366418311,63.92802400742778,344.6666666666667,352.0,345
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,15000,2.1440467579163712e-09,0.00012957100080708274,-0.0001295688567603248,76.260054456975,344.6666666666667,351.0,346
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,20000,3.5782231044893766e-09,0.00012957100080708274,-0.00012956742258397826,86.71159125395326,344.6666666666667,352.0,349
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,25000,9.522693939813254e-13,0.00012957100080708274,-0.00012957099985481333,96.04794559158248,344.6666666666667,352.0,349
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,30000,1.0526690901336428e-12,0.00012957100080708274,-0.00012957099975441364,104.19404856074028,344.6666666666667,350.0,351
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,35000,1.4734524798193372e-12,0.00012957100080708274,-0.00012957099933363025,111.0805421030442,344.6666666666667,353.0,351
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,40000,4.135607479301834e-11,0.00012957100080708274,-0.00012957095945100795,117.65908349261369,344.6666666666667,350.0,350
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,45000,4.690640955078845e-11,0.00012957100080708274,-0.00012957095390067318,123.36722975807416,344.6666666666667,349.0,354
mnist_easy_mlp_adam_seed2713,2713,mnist,easy,mlp,adam,50000,1.7856431562004137e-08,0.00012957100080708274,-0.00012955314437552073,128.57060438323384,344.6666666666667,345.0,355
