seed,observation_space,environment,architecture,intervention,probe_loss,initial_probe_loss,plasticity_loss,last_training_loss
0,mnist,easy,mlp,neither,0.11998885124921799,0.0416520070284605,0.07833684422075748,0.011835056357085705
0,mnist,easy,mlp,layernorm,0.006417894968762994,0.0006122533814050257,0.005805641587357968,0.010059511289000511
0,mnist,easy,mlp,two_hot,0.6076437830924988,0.30369341373443604,0.30395036935806274,0.4671121835708618
0,mnist,easy,cnn,neither,0.1750020682811737,0.10412465408444405,0.07087741419672966,0.007160333916544914
0,mnist,easy,cnn,spectral_norm,0.19258371740579605,420.3725128173828,-420.179929099977,0.0094683188945055
