multiplier,run_id,config,step,plasticity_loss,probe_loss,baseline_probe_loss
192,mnist_easy_cnn_w192_seed0,"WidthSweepConfig(seed=0, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='cnn', hidden_dim=512, cnn_channels=64, cnn_fc_dim=192, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=192, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.2239820360187295,0.2240263804793358,4.434446060628261e-05
256,mnist_easy_cnn_w256_seed0,"WidthSweepConfig(seed=0, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='cnn', hidden_dim=512, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=256, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.036859808422899216,0.036904279887676236,4.447146477701835e-05
