run_id,seed,observation_space,environment,architecture,optimizer,step,probe_loss,initial_probe_loss,plasticity_loss,weight_norm,dead_units
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,0,0.007537082838825882,0.007537082838825882,0.0,18.586510632214917,67.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,5000,0.20219515413045883,0.007537082838825882,0.19465807129163296,30.494512967281164,527.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,10000,0.4168610632419586,0.007537082838825882,0.4093239804031327,34.08933770678491,522.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,15000,0.4521720379590988,0.007537082838825882,0.44463495512027296,37.82031845883876,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,20000,0.44522578120231626,0.007537082838825882,0.4376886983634904,40.25473959188367,531.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,25000,0.4544437289237976,0.007537082838825882,0.4469066460849717,42.233663915673496,531.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,30000,0.485884016752243,0.007537082838825882,0.47834693391341715,44.02020760156314,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,35000,0.4818513035774231,0.007537082838825882,0.47431422073859725,45.57019290617356,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,40000,0.4661874085664749,0.007537082838825882,0.458650325727649,46.6974500065102,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,45000,0.4671312987804413,0.007537082838825882,0.4595942159416154,47.75059021215517,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,50000,0.48758740425109864,0.007537082838825882,0.4800503214122728,48.73312212063415,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,55000,0.47958366572856903,0.007537082838825882,0.47204658288974316,49.50028935622404,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,60000,0.48384834825992584,0.007537082838825882,0.47631126542109997,50.193119254677704,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,65000,0.4786447137594223,0.007537082838825882,0.47110763092059643,50.984502557798955,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,70000,0.4636964648962021,0.007537082838825882,0.4561593820573762,51.65075533906348,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,75000,0.4810026705265045,0.007537082838825882,0.47346558768767866,52.10901838234916,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,80000,0.4863029718399048,0.007537082838825882,0.4787658890010789,52.749090995911274,531.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,85000,0.48382641077041627,0.007537082838825882,0.4762893279315904,53.490178218258684,531.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,90000,0.48247150480747225,0.007537082838825882,0.4749344219686464,54.01624465136744,530.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,95000,0.47903062403202057,0.007537082838825882,0.4714935411931947,54.63258697581046,532.0
cifar10_easy_mlp_adam_seed0,0,cifar10,easy,mlp,adam,100000,0.48184810280799867,0.007537082838825882,0.4743110199691728,55.03194653093534,530.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,0,0.008889376907609403,0.008889376907609403,0.0,18.58813686286414,49.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,5000,0.0004636214862102861,0.008889376907609403,-0.008425755421399117,30.358732385553697,548.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,10000,0.45374484956264494,0.008889376907609403,0.44485547265503556,35.14517583846339,524.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,15000,0.4357267200946808,0.008889376907609403,0.4268373431870714,39.481917616166626,522.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,20000,0.44202151000499723,0.008889376907609403,0.43313213309738785,42.097157627142714,523.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,25000,0.4521404504776001,0.008889376907609403,0.4432510735699907,43.90438954901739,525.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,30000,0.4384820818901062,0.008889376907609403,0.4295927049824968,45.50627719368559,523.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,35000,0.46542564034461975,0.008889376907609403,0.45653626343701037,46.97418114738717,523.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,40000,0.4667032569646835,0.008889376907609403,0.45781388005707413,48.298788341928656,523.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,45000,0.4688859522342682,0.008889376907609403,0.45999657532665883,49.59332927099937,524.0
cifar10_easy_mlp_adam_seed20,20,cifar10,easy,mlp,adam,50000,0.4745395630598068,0.008889376907609403,0.46565018615219744,50.4104989183168,524.0
