seed,multiplier,run_id,config,step,plasticity_loss,probe_loss,baseline_probe_loss
42,12,mnist_easy_mlp_w192_seed42,"WidthSweepConfig(seed=42, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=192, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=192, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.029188031582100395,0.029648832604289056,0.0004608010221886616
42,16,mnist_easy_mlp_w256_seed42,"WidthSweepConfig(seed=42, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=256, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=256, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,-0.0011623789365671653,0.0006598510577987326,0.001822229994365898
13,1,mnist_easy_mlp_w16_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=16, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=16, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.28869908154010776,0.3467135548591614,0.05801447331905365
13,2,mnist_easy_mlp_w32_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=32, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=32, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.2148088388639735,0.21586617082357407,0.0010573319596005604
13,4,mnist_easy_mlp_w64_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=64, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=64, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.49128893598972356,0.4915854036808014,0.0002964676910778508
13,8,mnist_easy_mlp_w128_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=128, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=128, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.4031680076817793,0.40369702875614166,0.0005290210743623902
13,12,mnist_easy_mlp_w192_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=192, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=192, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.01600601715926189,0.016301679983735086,0.00029566282447319737
13,16,mnist_easy_mlp_w256_seed13,"WidthSweepConfig(seed=13, data_root='/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=256, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=256, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.0016462889564309079,0.0026726954643891076,0.0010264065079581997
15,1,mnist_easy_mlp_w16_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=16, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=16, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.30512514114379885,0.3615707129240036,0.056445571780204776
15,2,mnist_easy_mlp_w32_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=32, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=32, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.21638627593638374,0.21780877858400344,0.0014225026476196944
15,4,mnist_easy_mlp_w64_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=64, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=64, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.46164713260659485,0.4619075745344162,0.00026044192782137543
15,8,mnist_easy_mlp_w128_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=128, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=128, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.34614763655708886,0.34641510248184204,0.0002674659247531963
15,12,mnist_easy_mlp_w192_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=192, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=192, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.04373689962700951,0.044141172990202905,0.00040427336319339704
15,16,mnist_easy_mlp_w256_seed15,"WidthSweepConfig(seed=15, data_root='/pfs/data6/home/fr/fr_fr/fr_mg849/data', download=True, observation_space='mnist', environment='easy', architecture='mlp', hidden_dim=256, cnn_channels=64, cnn_fc_dim=256, gamma=0.99, lr=0.001, optimizer='adam', weight_decay=0.0, batch_size=512, replay_capacity=10000, warmup_steps=2000, train_steps=100000, target_update_period=1000, epsilon_start=1.0, epsilon_final=0.1, epsilon_decay=10000, use_layernorm=False, spectral_norm=False, width=256, probe_every=5000, probe_steps=2000, num_probe_tasks=10, probe_batch_size=512)",100000,0.0013057651757833356,0.0024442732392344624,0.0011385080634511268
