observation_space,environment,architecture,checkpoint,task_id,step,loss,final_loss
cifar10,easy,mlp,step_0,1.0,950.0,0.048241328448057175,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1000.0,0.045732613652944565,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1050.0,0.035742200911045074,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1100.0,0.03293856605887413,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1150.0,0.030979592353105545,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1200.0,0.05135801061987877,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1250.0,0.029780909419059753,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1300.0,0.02189001441001892,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1350.0,0.0220451932400465,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1400.0,0.018274908885359764,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1450.0,0.04556915536522865,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1500.0,0.04841366782784462,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1550.0,0.02012861892580986,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1600.0,0.025225907564163208,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1650.0,0.02799530141055584,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1700.0,0.025280093774199486,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1750.0,0.022529885172843933,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1800.0,0.025953134521842003,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1850.0,0.011520870961248875,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1900.0,0.019223790615797043,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,1950.0,0.014046691358089447,0.022685732692480087
cifar10,easy,mlp,step_0,1.0,2000.0,0.022685732692480087,0.022685732692480087
cifar10,easy,mlp,step_0,2.0,0.0,0.5005014538764954,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,50.0,0.4258560240268707,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,100.0,0.34804612398147583,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,150.0,0.3137919306755066,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,200.0,0.25543972849845886,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,250.0,0.2099890261888504,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,300.0,0.22351446747779846,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,350.0,0.15882158279418945,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,400.0,0.13536666333675385,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,450.0,0.12123256176710129,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,500.0,0.11501570045948029,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,550.0,0.10382121056318283,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,600.0,0.08412931114435196,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,650.0,0.07576598972082138,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,700.0,0.0748971626162529,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,750.0,0.05920610949397087,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,800.0,0.056723058223724365,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,850.0,0.07378800958395004,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,900.0,0.06697837263345718,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,950.0,0.04845187067985535,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1000.0,0.032100893557071686,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1050.0,0.030025824904441833,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1100.0,0.0304318368434906,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1150.0,0.03278268501162529,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1200.0,0.0417511872947216,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1250.0,0.02372080087661743,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1300.0,0.02451840601861477,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1350.0,0.02677079848945141,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1400.0,0.02381216548383236,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1450.0,0.04382786899805069,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1500.0,0.028928181156516075,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1550.0,0.012378883548080921,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1600.0,0.019187036901712418,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1650.0,0.01889057271182537,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1700.0,0.020034175366163254,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1750.0,0.011588302440941334,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1800.0,0.02341686561703682,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1850.0,0.019043201580643654,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1900.0,0.012793353758752346,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,1950.0,0.025128120556473732,0.01668477989733219
cifar10,easy,mlp,step_0,2.0,2000.0,0.01668477989733219,0.01668477989733219
cifar10,easy,mlp,step_0,3.0,0.0,0.5054252743721008,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,50.0,0.4647292196750641,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,100.0,0.39074334502220154,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,150.0,0.33220258355140686,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,200.0,0.28834637999534607,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,250.0,0.25333330035209656,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,300.0,0.21820548176765442,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,350.0,0.19667978584766388,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,400.0,0.1869320124387741,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,450.0,0.1467200368642807,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,500.0,0.13121464848518372,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,550.0,0.13020016252994537,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,600.0,0.10793083906173706,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,650.0,0.09838581830263138,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,700.0,0.0938110277056694,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,750.0,0.08741225302219391,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,800.0,0.08810586482286453,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,850.0,0.06337513774633408,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,900.0,0.07981490343809128,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,950.0,0.05948150157928467,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1000.0,0.05560686066746712,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1050.0,0.04795246198773384,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1100.0,0.04412702098488808,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1150.0,0.09448705613613129,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1200.0,0.0396021343767643,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1250.0,0.03888470679521561,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1300.0,0.033211804926395416,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1350.0,0.040263332426548004,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1400.0,0.029606038704514503,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1450.0,0.04709722101688385,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1500.0,0.04167376086115837,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1550.0,0.026270657777786255,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1600.0,0.04867471382021904,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1650.0,0.04538857936859131,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1700.0,0.031073078513145447,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1750.0,0.030154777690768242,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1800.0,0.026514381170272827,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1850.0,0.017819823697209358,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1900.0,0.017879698425531387,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,1950.0,0.017410367727279663,0.01910047046840191
cifar10,easy,mlp,step_0,3.0,2000.0,0.01910047046840191,0.01910047046840191
cifar10,easy,mlp,step_0,4.0,0.0,0.4987872540950775,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,50.0,0.4223026931285858,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,100.0,0.3451627492904663,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,150.0,0.2866097390651703,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,200.0,0.2399020493030548,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,250.0,0.22053225338459015,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,300.0,0.17680704593658447,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,350.0,0.1940496414899826,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,400.0,0.1418333798646927,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,450.0,0.1122596487402916,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,500.0,0.11058056354522705,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,550.0,0.10465937107801437,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,600.0,0.08913107216358185,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,650.0,0.08082880824804306,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,700.0,0.08032561838626862,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,750.0,0.05503901466727257,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,800.0,0.06451413780450821,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,850.0,0.05076058581471443,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,900.0,0.051319073885679245,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,950.0,0.03893197327852249,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1000.0,0.03676304966211319,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1050.0,0.047133129090070724,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1100.0,0.032621413469314575,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1150.0,0.0283541027456522,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1200.0,0.02916400134563446,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1250.0,0.02833116613328457,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1300.0,0.029593994840979576,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1350.0,0.03275821730494499,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1400.0,0.022063476964831352,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1450.0,0.026932163164019585,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1500.0,0.017229996621608734,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1550.0,0.020549451932311058,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1600.0,0.022960050031542778,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1650.0,0.016219327226281166,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1700.0,0.013615086674690247,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1750.0,0.014722895808517933,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1800.0,0.016478518024086952,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1850.0,0.011814849451184273,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1900.0,0.015687236562371254,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,1950.0,0.015545325353741646,0.010684747248888016
cifar10,easy,mlp,step_0,4.0,2000.0,0.010684747248888016,0.010684747248888016
cifar10,easy,mlp,step_0,5.0,0.0,0.5020834803581238,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,50.0,0.43646785616874695,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,100.0,0.3662818372249603,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,150.0,0.2933981418609619,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,200.0,0.255875825881958,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,250.0,0.2084958553314209,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,300.0,0.19885502755641937,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,350.0,0.15740980207920074,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,400.0,0.1443852186203003,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,450.0,0.12851853668689728,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,500.0,0.12004297971725464,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,550.0,0.10746496915817261,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,600.0,0.0935339704155922,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,650.0,0.08087160438299179,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,700.0,0.07067173719406128,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,750.0,0.07162676006555557,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,800.0,0.06339304894208908,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,850.0,0.04828384146094322,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,900.0,0.04694234952330589,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,950.0,0.042196180671453476,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1000.0,0.04592748358845711,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1050.0,0.04121757671236992,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1100.0,0.03284888342022896,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1150.0,0.03185609355568886,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1200.0,0.02610619179904461,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1250.0,0.04772523418068886,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1300.0,0.023526711389422417,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1350.0,0.027753302827477455,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1400.0,0.02635251358151436,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1450.0,0.021069630980491638,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1500.0,0.018807275220751762,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1550.0,0.029724229127168655,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1600.0,0.01901761069893837,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1650.0,0.015347895212471485,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1700.0,0.0222243033349514,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1750.0,0.052179910242557526,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1800.0,0.013587665744125843,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1850.0,0.014913278631865978,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1900.0,0.021175557747483253,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,1950.0,0.011708568781614304,0.009360013529658318
cifar10,easy,mlp,step_0,5.0,2000.0,0.009360013529658318,0.009360013529658318
cifar10,easy,mlp,step_0,6.0,0.0,0.5037482976913452,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,50.0,0.4438684582710266,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,100.0,0.3677985370159149,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,150.0,0.3290531635284424,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,200.0,0.25229570269584656,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,250.0,0.22343944013118744,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,300.0,0.18279729783535004,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,350.0,0.1627800315618515,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,400.0,0.15366783738136292,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,450.0,0.13248006999492645,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,500.0,0.10536970943212509,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,550.0,0.09677653759717941,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,600.0,0.08437942713499069,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,650.0,0.10682908445596695,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,700.0,0.06548620760440826,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,750.0,0.057837631553411484,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,800.0,0.062308501452207565,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,850.0,0.05340009927749634,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,900.0,0.04585057124495506,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,950.0,0.03308790549635887,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1000.0,0.028908852487802505,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1050.0,0.03544125705957413,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1100.0,0.03901359811425209,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1150.0,0.026080239564180374,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1200.0,0.03281000629067421,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1250.0,0.03066195361316204,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1300.0,0.023869283497333527,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1350.0,0.019290341064333916,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1400.0,0.024396458640694618,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1450.0,0.017127353698015213,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1500.0,0.017607325688004494,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1550.0,0.02402212657034397,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1600.0,0.02519380860030651,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1650.0,0.012602175585925579,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1700.0,0.032732293009757996,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1750.0,0.014116068370640278,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1800.0,0.02102411910891533,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1850.0,0.014169643633067608,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1900.0,0.014370659366250038,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,1950.0,0.008548278361558914,0.014812055043876171
cifar10,easy,mlp,step_0,6.0,2000.0,0.014812055043876171,0.014812055043876171
cifar10,easy,mlp,step_0,7.0,0.0,0.49194249510765076,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,50.0,0.4336998164653778,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,100.0,0.3606102466583252,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,150.0,0.28644463419914246,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,200.0,0.2501412332057953,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,250.0,0.2801640033721924,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,300.0,0.1724613457918167,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,350.0,0.15192224085330963,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,400.0,0.11180713027715683,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,450.0,0.11876759678125381,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,500.0,0.09604696929454803,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,550.0,0.08501861989498138,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,600.0,0.0650959387421608,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,650.0,0.059438180178403854,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,700.0,0.05683494731783867,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,750.0,0.05190664529800415,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,800.0,0.04240245744585991,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,850.0,0.054204311221838,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,900.0,0.038786690682172775,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,950.0,0.028492754325270653,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1000.0,0.03975965455174446,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1050.0,0.024095332249999046,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1100.0,0.04375971481204033,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1150.0,0.030075086280703545,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1200.0,0.020672926679253578,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1250.0,0.03152070567011833,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1300.0,0.02294365130364895,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1350.0,0.026764189824461937,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1400.0,0.017944851890206337,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1450.0,0.019294118508696556,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1500.0,0.01592729054391384,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1550.0,0.018302535638213158,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1600.0,0.01585937850177288,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1650.0,0.018193112686276436,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1700.0,0.013402028940618038,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1750.0,0.017191661521792412,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1800.0,0.020163265988230705,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1850.0,0.014055335894227028,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1900.0,0.011527487076818943,0.02795940637588501
cifar10,easy,mlp,step_0,7.0,1950.0,0.012850143015384674,0.02795940637588501
